data,label,word_token
makan pasta asing pizza posisi pizza nyaman inside outside berhadapan langsung jalan merdeka memanjakan mata rutinitas orang orang sekeliling letak strategis angkutan,1,"['makan', 'pasta', 'asing', 'pizza', 'posisi', 'pizza', 'nyaman', 'inside', 'outside', 'berhadapan', 'langsung', 'jalan', 'merdeka', 'memanjakan', 'mata', 'rutinitas', 'orang', 'orang', 'sekeliling', 'letak', 'strategis', 'angkutan']"
makan nengusung konsep alam makan saung jalan saung disuguhi pemandangan indah suasana makan nyaman pelayanan cepat enggan pulang harga relatif standart mahal sekelas makanan standart suasana mantap,1,"['makan', 'nengusung', 'konsep', 'alam', 'makan', 'saung', 'jalan', 'saung', 'disuguhi', 'pemandangan', 'indah', 'suasana', 'makan', 'nyaman', 'pelayanan', 'cepat', 'enggan', 'pulang', 'harga', 'relatif', 'standart', 'mahal', 'sekelas', 'makanan', 'standart', 'suasana', 'mantap']"
cabai pelit masak cepat banget enak sayuran enak,1,"['cabai', 'pelit', 'masak', 'cepat', 'banget', 'enak', 'sayuran', 'enak']"
penasaran foto foto kunjungan artis pesan makanan unggulan pemikiran keras aneh terkenal,-1,"['penasaran', 'foto', 'foto', 'kunjungan', 'artis', 'pesan', 'makanan', 'unggulan', 'pemikiran', 'keras', 'aneh', 'terkenal']"
kang jalan muararajeun sebulanan dibenarkan rusak serius,-1,"['kang', 'jalan', 'muararajeun', 'sebulanan', 'dibenarkan', 'rusak', 'serius']"
kecewa tuhan,1,"['kecewa', 'tuhan']"
masakan jepang suka menu masakan karubi lidah keluarga menyediakan bermain anak anak harga makan resto enak masakan,1,"['masakan', 'jepang', 'suka', 'menu', 'masakan', 'karubi', 'lidah', 'keluarga', 'menyediakan', 'bermain', 'anak', 'anak', 'harga', 'makan', 'resto', 'enak', 'masakan']"
istimewa nilai minus penilaian kali parkir luas dekorasi ruang makan bicara makanan urusan dipo nilai plus makanan bervariasi,1,"['istimewa', 'nilai', 'minus', 'penilaian', 'kali', 'parkir', 'luas', 'dekorasi', 'ruang', 'makan', 'bicara', 'makanan', 'urusan', 'dipo', 'nilai', 'plus', 'makanan', 'bervariasi']"
makan kaki kambing paha empuk lumayam ukuran medium orang makan nasi lemon segar kekurangan berasap wajar namanyanjg kambing bakar hehehe,1,"['makan', 'kaki', 'kambing', 'paha', 'empuk', 'lumayam', 'ukuran', 'medium', 'orang', 'makan', 'nasi', 'lemon', 'segar', 'kekurangan', 'berasap', 'wajar', 'namanyanjg', 'kambing', 'bakar', 'hehehe']"
bukti sunda gudang mode makanan enak bakmi parahiyangan pokok ketagihan,1,"['bukti', 'sunda', 'gudang', 'mode', 'makanan', 'enak', 'bakmi', 'parahiyangan', 'pokok', 'ketagihan']"
barang bagus kualitas seringkali lihat barang bagus bahan,1,"['barang', 'bagus', 'kualitas', 'seringkali', 'lihat', 'barang', 'bagus', 'bahan']"
kader demokrat ribut demiz dicalonkan jijik baca,-1,"['kader', 'demokrat', 'ribut', 'demiz', 'dicalonkan', 'jijik', 'baca']"
makan libur kemerdekaan agustus menit antre sistem pesan reservasi diijinkan menghemat solat pintu masuk permainan seni dimainkan berdekatan musola menganggu ibadah menakjubkan suasana alam menyatu,1,"['makan', 'libur', 'kemerdekaan', 'agustus', 'menit', 'antre', 'sistem', 'pesan', 'reservasi', 'diijinkan', 'menghemat', 'solat', 'pintu', 'masuk', 'permainan', 'seni', 'dimainkan', 'berdekatan', 'musola', 'menganggu', 'ibadah', 'menakjubkan', 'suasana', 'alam', 'menyatu']"
nonton film bahasa jawa mengerti teks jelek film tindak tayang layar,-1,"['nonton', 'film', 'bahasa', 'jawa', 'mengerti', 'teks', 'jelek', 'film', 'tindak', 'tayang', 'layar']"
makanan ringan terenak menemani tugas,1,"['makanan', 'ringan', 'terenak', 'menemani', 'tugas']"
monyet nama anonim pengecut pakai simbol orang hidup situ anjing nama berani malu mending takut,-1,"['monyet', 'nama', 'anonim', 'pengecut', 'pakai', 'simbol', 'orang', 'hidup', 'situ', 'anjing', 'nama', 'berani', 'malu', 'mending', 'takut']"
bosan janji janji,-1,"['bosan', 'janji', 'janji']"
cocok relax keluarga pelayanan bagus makanan enak pemandangan pemandangan mantap,1,"['cocok', 'relax', 'keluarga', 'pelayanan', 'bagus', 'makanan', 'enak', 'pemandangan', 'pemandangan', 'mantap']"
fadli anjing polos,-1,"['fadli', 'anjing', 'polos']"
enak tuna mayo pizza pinggir pakai cheesy bites harga murah pelayanan strategis,1,"['enak', 'tuna', 'mayo', 'pizza', 'pinggir', 'pakai', 'cheesy', 'bites', 'harga', 'murah', 'pelayanan', 'strategis']"
sulit mengerti orang,-1,"['sulit', 'mengerti', 'orang']"
romantis udara dingin suasana tenang makanan lezat menikmati keindahan kota bandung romantis,1,"['romantis', 'udara', 'dingin', 'suasana', 'tenang', 'makanan', 'lezat', 'menikmati', 'keindahan', 'kota', 'bandung', 'romantis']"
nanda indonesia,0,"['nanda', 'indonesia']"
omongan anies suka kebalikkan percaya menerus gila,-1,"['omongan', 'anies', 'suka', 'kebalikkan', 'percaya', 'menerus', 'gila']"
pasangan liburan asri sejuk pemandangan menarik makanan mahal menggugah selera,1,"['pasangan', 'liburan', 'asri', 'sejuk', 'pemandangan', 'menarik', 'makanan', 'mahal', 'menggugah', 'selera']"
enak banget wajib dicoba pecinta ayam bakar harga sepadan enak makan bareng bareng keluarga tercinta makan enak,1,"['enak', 'banget', 'wajib', 'dicoba', 'pecinta', 'ayam', 'bakar', 'harga', 'sepadan', 'enak', 'makan', 'bareng', 'bareng', 'keluarga', 'tercinta', 'makan', 'enak']"
rakyat panik kibulin istana panik jurus tipu dikeluarkan mempan rakyat pinter kecuali penghuni kolam butek senang diumpankan tipu tipu,-1,"['rakyat', 'panik', 'kibulin', 'istana', 'panik', 'jurus', 'tipu', 'dikeluarkan', 'mempan', 'rakyat', 'pinter', 'kecuali', 'penghuni', 'kolam', 'butek', 'senang', 'diumpankan', 'tipu', 'tipu']"
alhamdulillah warga perbatasan merasakan buah pembangunan menikmati menunggu merdeka merasakan terima kasih jokowi benci jokowi salut beliau,1,"['alhamdulillah', 'warga', 'perbatasan', 'merasakan', 'buah', 'pembangunan', 'menikmati', 'menunggu', 'merdeka', 'merasakan', 'terima', 'kasih', 'jokowi', 'benci', 'jokowi', 'salut', 'beliau']"
berlokasi daerah ciumbuleuit terpencil kafe halaman rumah sulap makan terbuka taman sederhana sunyi nongkrong cafe keributan hiruk pikuk orang makanan,1,"['berlokasi', 'daerah', 'ciumbuleuit', 'terpencil', 'kafe', 'halaman', 'rumah', 'sulap', 'makan', 'terbuka', 'taman', 'sederhana', 'sunyi', 'nongkrong', 'cafe', 'keributan', 'hiruk', 'pikuk', 'orang', 'makanan']"
marah indosat,-1,"['marah', 'indosat']"
kampung bareto terletak dataran bandung utara menyajikan makanan indonesia makanan barat saung lesehan meja makan pertemuan keluarga arisan makan teman cocok menjamu tamu bersantai malam minggu disajikan musik live tersedia kolam ikan memancing harga makanan k suasana tenang pelayan,1,"['kampung', 'bareto', 'terletak', 'dataran', 'bandung', 'utara', 'menyajikan', 'makanan', 'indonesia', 'makanan', 'barat', 'saung', 'lesehan', 'meja', 'makan', 'pertemuan', 'keluarga', 'arisan', 'makan', 'teman', 'cocok', 'menjamu', 'tamu', 'bersantai', 'malam', 'minggu', 'disajikan', 'musik', 'live', 'tersedia', 'kolam', 'ikan', 'memancing', 'harga', 'makanan', 'k', 'suasana', 'tenang', 'pelayan']"
yusri maling kepala maling pejabat jakarta cabut rakyat miskin dibantu pajak orang orang beruang bergaya,-1,"['yusri', 'maling', 'kepala', 'maling', 'pejabat', 'jakarta', 'cabut', 'rakyat', 'miskin', 'dibantu', 'pajak', 'orang', 'orang', 'beruang', 'bergaya']"
senang berkunjung ayam penyet tris menu tersedia mencoba makanan sate sungguh nikmat romantis makan ditemani alunan live musik,1,"['senang', 'berkunjung', 'ayam', 'penyet', 'tris', 'menu', 'tersedia', 'mencoba', 'makanan', 'sate', 'sungguh', 'nikmat', 'romantis', 'makan', 'ditemani', 'alunan', 'live', 'musik']"
kali makan sengaja antrean orang restauran enak porsi mengenyangkan harga terjangkau lapar pesan porsi,1,"['kali', 'makan', 'sengaja', 'antrean', 'orang', 'restauran', 'enak', 'porsi', 'mengenyangkan', 'harga', 'terjangkau', 'lapar', 'pesan', 'porsi']"
nasi goreng hijau tren botti enak lumayan seger lumayan ngumpul ngumpul keluarga,1,"['nasi', 'goreng', 'hijau', 'tren', 'botti', 'enak', 'lumayan', 'seger', 'lumayan', 'ngumpul', 'ngumpul', 'keluarga']"
restoran rekomendasi bandung pelayanan bagus bagus pelayanan pemandangan kece banget makanan enak menyesal,1,"['restoran', 'rekomendasi', 'bandung', 'pelayanan', 'bagus', 'bagus', 'pelayanan', 'pemandangan', 'kece', 'banget', 'makanan', 'enak', 'menyesal']"
dasar gubernur bermutu pecat gubernur,-1,"['dasar', 'gubernur', 'bermutu', 'pecat', 'gubernur']"
keren sesuai nama th restoran lounge nyaman cocok banget makan keluarga pasangan kelurga asik pelayan banget ramah harga makan standar,1,"['keren', 'sesuai', 'nama', 'th', 'restoran', 'lounge', 'nyaman', 'cocok', 'banget', 'makan', 'keluarga', 'pasangan', 'kelurga', 'asik', 'pelayan', 'banget', 'ramah', 'harga', 'makan', 'standar']"
makan siang memuaskan menu buffet system enak penyajian menikmati makan langsung beralaskan daun pisang sensasional mencoba menu tutut dimasak kuning jengkol crispy incredible quite yummy rekomendasi,1,"['makan', 'siang', 'memuaskan', 'menu', 'buffet', 'system', 'enak', 'penyajian', 'menikmati', 'makan', 'langsung', 'beralaskan', 'daun', 'pisang', 'sensasional', 'mencoba', 'menu', 'tutut', 'dimasak', 'kuning', 'jengkol', 'crispy', 'incredible', 'quite', 'yummy', 'rekomendasi']"
mantap ambo lembut legit kuah lokasi terbatas jual makanan nasi ayam enak,1,"['mantap', 'ambo', 'lembut', 'legit', 'kuah', 'lokasi', 'terbatas', 'jual', 'makanan', 'nasi', 'ayam', 'enak']"
teman mengajak hang sore sayang parkir muat mobil susah lumayan menghabiskan mencari parkir,1,"['teman', 'mengajak', 'hang', 'sore', 'sayang', 'parkir', 'muat', 'mobil', 'susah', 'lumayan', 'menghabiskan', 'mencari', 'parkir']"
makanan enak variasi makanan lumayan buka malam cocok cari makanan malam,1,"['makanan', 'enak', 'variasi', 'makanan', 'lumayan', 'buka', 'malam', 'cocok', 'cari', 'makanan', 'malam']"
auto mual kelembekan molor hancur cuek,-1,"['auto', 'mual', 'kelembekan', 'molor', 'hancur', 'cuek']"
kubu djarot klaim unggul real count,0,"['kubu', 'djarot', 'klaim', 'unggul', 'real', 'count']"
kangkung lumayan kepiting saus padang mengecewakan dikasih kepiting kopong makan kepting dikembalikan,-1,"['kangkung', 'lumayan', 'kepiting', 'saus', 'padang', 'mengecewakan', 'dikasih', 'kepiting', 'kopong', 'makan', 'kepting', 'dikembalikan']"
kericuhan pengujung debat pilgub jabar menimbulkan silang pendapat kontestan debat,0,"['kericuhan', 'pengujung', 'debat', 'pilgub', 'jabar', 'menimbulkan', 'silang', 'pendapat', 'kontestan', 'debat']"
yamien manis banget nursijan asli angka almarhum nasi goreng rekomendasi,1,"['yamien', 'manis', 'banget', 'nursijan', 'asli', 'angka', 'almarhum', 'nasi', 'goreng', 'rekomendasi']"
engkau berbicara kualitas orang ikhlas menghargai kehebatan,1,"['engkau', 'berbicara', 'kualitas', 'orang', 'ikhlas', 'menghargai', 'kehebatan']"
paketan murah setimpal banget pakai unlimited sinyal bagus streaming terusan turun internetan kuatir kuota habis merek merek kuota menyesal beli,1,"['paketan', 'murah', 'setimpal', 'banget', 'pakai', 'unlimited', 'sinyal', 'bagus', 'streaming', 'terusan', 'turun', 'internetan', 'kuatir', 'kuota', 'habis', 'merek', 'merek', 'kuota', 'menyesal', 'beli']"
poor makan interior bagus parkir susah makanan manis sayur asem,-1,"['poor', 'makan', 'interior', 'bagus', 'parkir', 'susah', 'makanan', 'manis', 'sayur', 'asem']"
dipilih pilkada sosok partai politik,0,"['dipilih', 'pilkada', 'sosok', 'partai', 'politik']"
warga bandung senang menikmati kuliner bandung restoran orang kerap membawa menikmati sate ukuran bumbu kacang khas memaksa restoran mencoba merekomendasikan restoran,1,"['warga', 'bandung', 'senang', 'menikmati', 'kuliner', 'bandung', 'restoran', 'orang', 'kerap', 'membawa', 'menikmati', 'sate', 'ukuran', 'bumbu', 'kacang', 'khas', 'memaksa', 'restoran', 'mencoba', 'merekomendasikan', 'restoran']"
nyaman retro menu andalan grill pesan nasi goreng food enak,1,"['nyaman', 'retro', 'menu', 'andalan', 'grill', 'pesan', 'nasi', 'goreng', 'food', 'enak']"
menyesal beli first press regular photobooka alur jodoh,-1,"['menyesal', 'beli', 'first', 'press', 'regular', 'photobooka', 'alur', 'jodoh']"
suka beliau jokowi presiden,-1,"['suka', 'beliau', 'jokowi', 'presiden']"
percayakah masyarakat indonesia karangan polisi terhormat bertemu pemotor silakan nilai mengarang nilai,-1,"['percayakah', 'masyarakat', 'indonesia', 'karangan', 'polisi', 'terhormat', 'bertemu', 'pemotor', 'silakan', 'nilai', 'mengarang', 'nilai']"
angka dianggap pembawa hoki pilkada jawa,0,"['angka', 'dianggap', 'pembawa', 'hoki', 'pilkada', 'jawa']"
salah pesan stroberi nasi liwet buntut their butik villa cocok relaxing seharian pinggir kolam buku ipad surga,1,"['salah', 'pesan', 'stroberi', 'nasi', 'liwet', 'buntut', 'their', 'butik', 'villa', 'cocok', 'relaxing', 'seharian', 'pinggir', 'kolam', 'buku', 'ipad', 'surga']"
berasal pekanbaru bicara masakan padang enak masakan padang jakarta kebanyakan masakan padang dimodifikasi lidah masyarakat kantor rumah makan padang lumayan puaskan rindu cita asli padang hehehe,-1,"['berasal', 'pekanbaru', 'bicara', 'masakan', 'padang', 'enak', 'masakan', 'padang', 'jakarta', 'kebanyakan', 'masakan', 'padang', 'dimodifikasi', 'lidah', 'masyarakat', 'kantor', 'rumah', 'makan', 'padang', 'lumayan', 'puaskan', 'rindu', 'cita', 'asli', 'padang', 'hehehe']"
temui anies sandi sudirman said bahas finalisasi gubernur mantan ketua sinkronisasi anies sandi sudirman said menyambangi balai kota membahas finalisasi gubernur anies baswedan,0,"['temui', 'anies', 'sandi', 'sudirman', 'said', 'bahas', 'finalisasi', 'gubernur', 'mantan', 'ketua', 'sinkronisasi', 'anies', 'sandi', 'sudirman', 'said', 'menyambangi', 'balai', 'kota', 'membahas', 'finalisasi', 'gubernur', 'anies', 'baswedan']"
orang orang berkualitas kampanye negatif diperintahkan,-1,"['orang', 'orang', 'berkualitas', 'kampanye', 'negatif', 'diperintahkan']"
kampung daun memiliki suasana nyaman pegunungan makan siang makan malam kampung daun romantis ditemani gemericik suasana hijau cuaca sejuk makanan khas sunda indonesia makanan steak mencicipi menu istimewa nasi timbel nasi campur sunda cocok makan serabi ditemani minuman bajigur hangat suasana,1,"['kampung', 'daun', 'memiliki', 'suasana', 'nyaman', 'pegunungan', 'makan', 'siang', 'makan', 'malam', 'kampung', 'daun', 'romantis', 'ditemani', 'gemericik', 'suasana', 'hijau', 'cuaca', 'sejuk', 'makanan', 'khas', 'sunda', 'indonesia', 'makanan', 'steak', 'mencicipi', 'menu', 'istimewa', 'nasi', 'timbel', 'nasi', 'campur', 'sunda', 'cocok', 'makan', 'serabi', 'ditemani', 'minuman', 'bajigur', 'hangat', 'suasana']"
jokowi suka sebar bohong,1,"['jokowi', 'suka', 'sebar', 'bohong']"
cinta banget produk negeri keren modis berkualitas terjangkau,1,"['cinta', 'banget', 'produk', 'negeri', 'keren', 'modis', 'berkualitas', 'terjangkau']"
black black keren dipakai olahraga aktifitas mantap,1,"['black', 'black', 'keren', 'dipakai', 'olahraga', 'aktifitas', 'mantap']"
terima kasih jasa puas pelayanan ramah pendamping keren menyenangkan,1,"['terima', 'kasih', 'jasa', 'puas', 'pelayanan', 'ramah', 'pendamping', 'keren', 'menyenangkan']"
orang papua biadab keberadaan bikin kacau susah orang,-1,"['orang', 'papua', 'biadab', 'keberadaan', 'bikin', 'kacau', 'susah', 'orang']"
nongkrong cantik enak luas suasana kemarin coba kopi pesan goulash soup salmon steak chicken steak goulash enak steak harga mahal situ enak okelah nongkrong minum kopi meter,1,"['nongkrong', 'cantik', 'enak', 'luas', 'suasana', 'kemarin', 'coba', 'kopi', 'pesan', 'goulash', 'soup', 'salmon', 'steak', 'chicken', 'steak', 'goulash', 'enak', 'steak', 'harga', 'mahal', 'situ', 'enak', 'okelah', 'nongkrong', 'minum', 'kopi', 'meter']"
warung roti terletak daerah gardu jati menyediakan aneka roti bakar porsi pisang bakar bubur ayam melengkapi menu bubur ayam kampung gurih menggoda patut dicoba,1,"['warung', 'roti', 'terletak', 'daerah', 'gardu', 'jati', 'menyediakan', 'aneka', 'roti', 'bakar', 'porsi', 'pisang', 'bakar', 'bubur', 'ayam', 'melengkapi', 'menu', 'bubur', 'ayam', 'kampung', 'gurih', 'menggoda', 'patut', 'dicoba']"
steak puluhan bandung tersohor zaman bandung steak meluncur stand banget jalan setiabudi suis butcher steak house setiabudi jalan setiabudi bandung telepon steak enak banget,1,"['steak', 'puluhan', 'bandung', 'tersohor', 'zaman', 'bandung', 'steak', 'meluncur', 'stand', 'banget', 'jalan', 'setiabudi', 'suis', 'butcher', 'steak', 'house', 'setiabudi', 'jalan', 'setiabudi', 'bandung', 'telepon', 'steak', 'enak', 'banget']"
sekitaran setiabudi resto kafe kali mencoba hitam romantiuc mencoba konro menu masakan westrn indonesia asia harga murah terjangkau anak anak muda,1,"['sekitaran', 'setiabudi', 'resto', 'kafe', 'kali', 'mencoba', 'hitam', 'romantiuc', 'mencoba', 'konro', 'menu', 'masakan', 'westrn', 'indonesia', 'asia', 'harga', 'murah', 'terjangkau', 'anak', 'anak', 'muda']"
enak selera berubah mempertahankan tradisi pelayanan suasa restoran terjaga ditingkatkan ketinggalan zaman,-1,"['enak', 'selera', 'berubah', 'mempertahankan', 'tradisi', 'pelayanan', 'suasa', 'restoran', 'terjaga', 'ditingkatkan', 'ketinggalan', 'zaman']"
bandung mampir lomie karuhun lokasi strategis pinggir jalan pasir kaliki enak kuah kental lupa pakai sambal jeruk harga mahal,1,"['bandung', 'mampir', 'lomie', 'karuhun', 'lokasi', 'strategis', 'pinggir', 'jalan', 'pasir', 'kaliki', 'enak', 'kuah', 'kental', 'lupa', 'pakai', 'sambal', 'jeruk', 'harga', 'mahal']"
restoran pemadnagan indah penataaan meja makan sungguh berantakan menimbulkan kesan restoran setara kafe lounge harga standar standar,1,"['restoran', 'pemadnagan', 'indah', 'penataaan', 'meja', 'makan', 'sungguh', 'berantakan', 'menimbulkan', 'kesan', 'restoran', 'setara', 'kafe', 'lounge', 'harga', 'standar', 'standar']"
salah legendaris bandung temap mengalami perubahan bangunan rumah suka yamin asin lembut home kuah kaldu gurih,1,"['salah', 'legendaris', 'bandung', 'temap', 'mengalami', 'perubahan', 'bangunan', 'rumah', 'suka', 'yamin', 'asin', 'lembut', 'home', 'kuah', 'kaldu', 'gurih']"
minimal mohon bantuan order diambil berng driver gojek status proses pengantaran,0,"['minimal', 'mohon', 'bantuan', 'order', 'diambil', 'berng', 'driver', 'gojek', 'status', 'proses', 'pengantaran']"
mengagumi,1,['mengagumi']
hebat,-1,['hebat']
kali bandung lupa mampir steak enak empuk murah original lidah indonesia cobalah tenderloin steak potato suis dijamin ketagihan,1,"['kali', 'bandung', 'lupa', 'mampir', 'steak', 'enak', 'empuk', 'murah', 'original', 'lidah', 'indonesia', 'cobalah', 'tenderloin', 'steak', 'potato', 'suis', 'dijamin', 'ketagihan']"
beli cimory indomaret kadaluarsa kacau,-1,"['beli', 'cimory', 'indomaret', 'kadaluarsa', 'kacau']"
negara khilafah perbedaan salat bunuh dibunuh,-1,"['negara', 'khilafah', 'perbedaan', 'salat', 'bunuh', 'dibunuh']"
istri anak gara gara ulasan inet jalan riau persis bersebelahan outlet cascade heritage dekorasi homy duduk luas jarak meja berjauhan nyaman mengobrol ketawa ketawa protes khas coffee cake,1,"['istri', 'anak', 'gara', 'gara', 'ulasan', 'inet', 'jalan', 'riau', 'persis', 'bersebelahan', 'outlet', 'cascade', 'heritage', 'dekorasi', 'homy', 'duduk', 'luas', 'jarak', 'meja', 'berjauhan', 'nyaman', 'mengobrol', 'ketawa', 'ketawa', 'protes', 'khas', 'coffee', 'cake']"
