data,label,teks_stemmed
kampung daun memiliki suasana nyaman pegunungan makan siang makan malam kampung daun romantis ditemani gemericik suasana hijau cuaca sejuk makanan khas sunda indonesia makanan steak mencicipi menu istimewa nasi timbel nasi campur sunda cocok makan serabi ditemani minuman bajigur hangat suasana,positive,kampung daun milik suasana nyaman gunung makan siang makan malam kampung daun romantis tani gemericik suasana hijau cuaca sejuk makan khas sunda indonesia makan steak cicip menu istimewa nasi timbel nasi campur sunda cocok makan serabi tani minum bajigur hangat suasana
jokowi suka sebar bohong,positive,jokowi suka sebar bohong
cinta banget produk negeri keren modis berkualitas terjangkau,positive,cinta banget produk negeri keren modis kualitas jangkau
black black keren dipakai olahraga aktifitas mantap,positive,black black keren pakai olahraga aktifitas mantap
terima kasih jasa puas pelayanan ramah pendamping keren menyenangkan,positive,terima kasih jasa puas layan ramah damping keren senang
orang papua biadab keberadaan bikin kacau susah orang,negative,orang papua biadab ada bikin kacau susah orang
nongkrong cantik enak luas suasana kemarin coba kopi pesan goulash soup salmon steak chicken steak goulash enak steak harga mahal situ enak okelah nongkrong minum kopi meter,positive,nongkrong cantik enak luas suasana kemarin coba kopi pesan goulash soup salmon steak chicken steak goulash enak steak harga mahal situ enak oke nongkrong minum kopi meter
warung roti terletak daerah gardu jati menyediakan aneka roti bakar porsi pisang bakar bubur ayam melengkapi menu bubur ayam kampung gurih menggoda patut dicoba,positive,warung roti letak daerah gardu jati sedia aneka roti bakar porsi pisang bakar bubur ayam lengkap menu bubur ayam kampung gurih goda patut coba
steak puluhan bandung tersohor zaman bandung steak meluncur stand banget jalan setiabudi suis butcher steak house setiabudi jalan setiabudi bandung telepon steak enak banget,positive,steak puluh bandung sohor zaman bandung steak luncur stand banget jalan setiabudi suis butcher steak house setiabudi jalan setiabudi bandung telepon steak enak banget
sekitaran setiabudi resto kafe kali mencoba hitam romantiuc mencoba konro menu masakan westrn indonesia asia harga murah terjangkau anak anak muda,positive,sekitar setiabudi resto kafe kali coba hitam romantiuc coba konro menu masakan westrn indonesia asia harga murah jangkau anak anak muda
enak selera berubah mempertahankan tradisi pelayanan suasa restoran terjaga ditingkatkan ketinggalan zaman,negative,enak selera ubah tahan tradisi layan suasa restoran jaga tingkat tinggal zaman
bandung mampir lomie karuhun lokasi strategis pinggir jalan pasir kaliki enak kuah kental lupa pakai sambal jeruk harga mahal,positive,bandung mampir lomie karuhun lokasi strategis pinggir jalan pasir kaliki enak kuah kental lupa pakai sambal jeruk harga mahal
restoran pemadnagan indah penataaan meja makan sungguh berantakan menimbulkan kesan restoran setara kafe lounge harga standar standar,positive,restoran pemadnagan indah penataaan meja makan sungguh beranta timbul kesan restoran tara kafe lounge harga standar standar
salah legendaris bandung temap mengalami perubahan bangunan rumah suka yamin asin lembut home kuah kaldu gurih,positive,salah legendaris bandung tap alami ubah bangun rumah suka yamin asin lembut home kuah kaldu gurih
minimal mohon bantuan order diambil berng driver gojek status proses pengantaran,neutral,minimal mohon bantu order ambil berng driver gojek status proses antar
mengagumi,positive,kagum
hebat,negative,hebat
kali bandung lupa mampir steak enak empuk murah original lidah indonesia cobalah tenderloin steak potato suis dijamin ketagihan,positive,kali bandung lupa mampir steak enak empuk murah original lidah indonesia coba tenderloin steak potato suis jamin tagih
beli cimory indomaret kadaluarsa kacau,negative,beli cimory indomaret kadaluarsa kacau
negara khilafah perbedaan salat bunuh dibunuh,negative,negara khilafah beda salat bunuh bunuh
istri anak gara gara ulasan inet jalan riau persis bersebelahan outlet cascade heritage dekorasi homy duduk luas jarak meja berjauhan nyaman mengobrol ketawa ketawa protes khas coffee cake,positive,istri anak gara gara ulas inet jalan riau persis bahan outlet cascade heritage dekorasi homy duduk luas jarak meja jauh nyaman obrol ketawa ketawa protes khas coffee cake
lumayan romantis bawa pasangan malam gerimis pemandangan sayang banget bawa kamera seragam pelayan diganti pikir security pelayan ronde enak pesan makanan lupa diorder dapur,positive,lumayan romantis bawa pasang malam gerimis pandang sayang banget bawa kamera seragam layan ganti pikir security layan ronde enak pesan makan lupa order dapur
susah orang primitif tolikara papua bodoh orang salat dibubarkan hitam tolol tolikara,negative,susah orang primitif tolikara papua bodoh orang salat bubar hitam tolol tolikara
kaum babi menyebut ketua komnas natalius pigai monyet manusia hitam gara gara membela habib rizieq komnas menyerang fahri hamzah kaum babi muji muji komnas dasar penjilat,negative,kaum babi sebut ketua komnas natalius pigai monyet manusia hitam gara gara bela habib rizieq komnas serang fahri hamzah kaum babi muji muji komnas dasar jilat
pdip partai korup dipercaya,negative,pdip partai korup percaya
bingung ragu bergabung pilihan manfaat didapatkan,positive,bingung ragu gabung pilih manfaat dapat
barang menyasar papua modus penipuan,negative,barang sasar papua modus tipu
prediksi persija jakarta psis semarang september,neutral,prediksi persija jakarta psis semarang september
terletak daerah dingin pemandangan bagus pengunjung menikmati galeri kayu ukiran berfoto foto luas nyaman pesan minuman chocolate hazelnut cokelat pekat enak rekomendasi pasangan suasana romantis,positive,letak daerah dingin pandang bagus unjung nikmat galeri kayu ukir foto foto luas nyaman pesan minum chocolate hazelnut cokelat pekat enak rekomendasi pasang suasana romantis
kasihan polling denny siregar cebong girang sayang dipupus kalah telak jokowi polling denny,negative,kasihan polling denny siregar cebong girang sayang pupus kalah telak jokowi polling denny
makan bersahabat dompet makan menyediakan masakan sunda suasana makan kental adat sunda berkunjunglah makan siang makan siang orang orang makan makanan lidah harga bersahabat makan ramai dikunjungi pengunjung,positive,makan sahabat dompet makan sedia masakan sunda suasana makan kental adat sunda kunjung makan siang makan siang orang orang makan makan lidah harga sahabat makan ramai kunjung unjung
mata memandang flash sale enak,positive,mata pandang flash sale enak
kalinya nama cream concealer seumur umur pakai honetsly jatuh cinta cream pixy beauty benefits bagus banget,positive,kali nama cream concealer umur umur pakai honetsly jatuh cinta cream pixy beauty benefits bagus banget
bandung mencicipi jenis makanan mencoba stand makanan tersedia bingung menentukan pilihan dimakan harga terjangkau lupa bawa payung hujan basah parkir stand makan,positive,bandung cicip jenis makan coba stand makan sedia bingung tentu pilih makan harga jangkau lupa bawa payung hujan basah parkir stand makan
pilihan restoran menu menu makanan indonesia eropa harga terjangkau porsi mengenyangkan malam minggu buka puasa baiknya meja berbanding terbalik konsumen,positive,pilih restoran menu menu makan indonesia eropa harga jangkau porsi kenyang malam minggu buka puasa baik meja banding balik konsumen
roti enak banget cream enak lokasi jalan braga nyaman asik hang teman kolega direkomendasikan banget,positive,roti enak banget cream enak lokasi jalan braga nyaman asik hang teman kolega rekomendasi banget
allah sadis anies diginiin anies pejabat negara tuan rumah jakarta sadis biadab rezim pilih pdip partai pendukung penista agama,negative,allah sadis anies diginiin anies jabat negara tuan rumah jakarta sadis biadab rezim pilih pdip partai dukung nista agama
liburan bandung nama kuliner perhentian bakso boedjangan area kelapa gading jakarta bandung menyebakan hehehe sarapan ramai langsung duduk,positive,libur bandung nama kuliner henti bakso boedjangan area kelapa gading jakarta bandung seba hehehe sarap ramai langsung duduk
dibiarkan bangunan sungai jalan rshs pasar ciroyom aneh,negative,biar bangun sungai jalan rshs pasar ciroyom aneh
diajak teman kuliah bandung diajak cabe rawit unpar berbeda letak strategis jalan dago memiliki pilihan menu suasana nyaman mendukung duduk mengobrol makan minum kualitas makanan minuman enak,positive,ajak teman kuliah bandung ajak cabe rawit unpar beda letak strategis jalan dago milik pilih menu suasana nyaman dukung duduk obrol makan minum kualitas makan minum enak
suka minuman merah meriah enak manis beraneka ragam jenis minuman favorit manis lidah ndeso kali hehehe,positive,suka minum merah riah enak manis aneka ragam jenis minum favorit manis lidah ndeso kali hehehe
kebakaran hutan sumbing meluas,neutral,bakar hutan sumbing luas
lengkap dinikmati keluarga tersedia gerai gerai pakaian bermerk makanan area permainan skating,positive,lengkap nikmat keluarga sedia gerai gerai pakai bermerk makan area main skating
tipikal kafe jakarta dominan kayu nongkrong makanan memesan pasta aglio olio standard,positive,tipikal kafe jakarta dominan kayu nongkrong makan mes pasta aglio olio standard
takut,negative,takut
film action dijamin bosan hyung,positive,film action jamin bosan hyung
komikus bayaran keperluan politik,negative,komikus bayar perlu politik
bikin sanpachi mayfair building beda menu daging babi sanpachi menyediakan menu harga murah sebandinglah suasana enak,positive,bikin sanpachi mayfair building beda menu daging babi sanpachi sedia menu harga murah banding suasana enak
pilih krim rhum raisin merasakan sensasi hangat aroma rhum sayang mengandung alcohol nyaman duduk duduk sambal minum pelayan ramah sigap salah resto bandung turis turis bule mampir muda,positive,pilih krim rhum raisin rasa sensasi hangat aroma rhum sayang kandung alcohol nyaman duduk duduk sambal minum layan ramah sigap salah resto bandung turis turis bule mampir muda
registrasi,neutral,registrasi
rumah makan sari raos bersih nyaman memiliki pelayanan staff ramah ramah khas orang sunda menu makanan variatif masakan khas sunda cita enak harga terjangkau,positive,rumah makan sari raos bersih nyaman milik layan staff ramah ramah khas orang sunda menu makan variatif masakan khas sunda cita enak harga jangkau
wifi eror makanan minuman mahal lumpiah goreng asin susu enak pesanan,negative,wifi eror makan minum mahal lumpiah goreng asin susu enak pesan
coba makan bento porsi pilihan bento beragam salmon ayam daging sapi hidangan penutup pesan strawberry,positive,coba makan bento porsi pilih bento agam salmon ayam daging sapi hidang tutup pesan strawberry
sore keluarga suasana nyaman pemandangan alam sejuk udara kemarin cobalah minuman leci yougurt pisang goreng coklat menu dicoba enak,positive,sore keluarga suasana nyaman pandang alam sejuk udara kemarin coba minum leci yougurt pisang goreng coklat menu coba enak
ragam makanan dibilang ditemui restoran sunda suasana lumayanlah mengurangi kepenatan akibat rutinitas sehari sehari long weekend mending duduk berebutan mengatur antrian,positive,ragam makan bilang temu restoran sunda suasana lumayan kurang penat akibat rutinitas hari hari long weekend mending duduk rebut atur antri
enak banget siniii makanan kuah bakar goreng appetizer soup main course makanan penutup makanan panas makanan dingin seafood seafood sayuran lengkap,positive,enak banget siniii makan kuah bakar goreng appetizer soup main course makan tutup makan panas makan dingin seafood seafood sayur lengkap
khusus makan steak veget nyaman alias nongkrong hehe cocok senang makan daging,positive,khusus makan steak veget nyaman alias nongkrong hehe cocok senang makan daging
diragukan jokowi presiden indonesia dicintai rakyat,positive,ragu jokowi presiden indonesia cinta rakyat
menikmati garang asam gigle nikmati segar kuah asam perut lapar bahagia hahahha doyan banget kebangetan suka dibakar,positive,nikmat garang asam gigle nikmat segar kuah asam perut lapar bahagia hahahha doyan banget banget suka bakar
ketua agresivitas berutang dikontrol,neutral,ketua agresivitas utang kontrol
restoran konsep openair kota bandung menikmati pemandangan udara terbuka,positive,restoran konsep openair kota bandung nikmat pandang udara buka
memasang foto editan rizieq pakai topi santa claus armando dipolisikan,neutral,pasang foto edit rizieq pakai topi santa claus armando polisi
cucu mantan dirut pertamina suharto harta hasil korupsi bermewah mewah hasil korupsi negara budaya malu makan hasil korupsi,negative,cucu mantan dirut pertamina suharto harta hasil korupsi mewah mewah hasil korupsi negara budaya malu makan hasil korupsi
banget jalan masuk rada seram malam hihi peak suasana romantis pesan steak sosis ikan daging enak,positive,banget jalan masuk rada seram malam hihi peak suasana romantis pesan steak sosis ikan daging enak
